Industrial total consumptive use, in Mgal/d	0.03	0.34	0.01	-	-	-	-	1.02	0.93	0.91	-	-	-	-	0.98	1.98	1.64	-	-	-	-	2.25	0.5	0.26	-	-	-	-	0.01	0	0	-	-	-	-	2.3	2.27	2.47	-	-	-	-	0.08	0.22	0.21	-	-	-	-	0.03	0.09	0.66	-	-	-	-	0.03	0	0	-	-	-	-	0.01	0.03	0.01	-	-	-	-	0.11	0.08	0.01	-	-	-	-	0	0.33	0.61	-	-	-	-	0	0.02	0.02	-	-	-	-	0.36	0.08	7.51	-	-	-	-	0.28	0.47	0.14	-	-	-	-	0	0	0	-	-	-	-	0.01	0	0	-	-	-	-	6.96	32.95	7.87	-	-	-	-	0.02	0.07	0.02	-	-	-	-	0.09	0.4	0	-	-	-	-	0.08	0.08	0.05	-	-	-	-	0.01	0.04	0.01	-	-	-	-	0.47	2.57	13.46	-	-	-	-	0.02	0.05	0.13	-	-	-	-	1.16	6.67	4.13	-	-	-	-	0.01	0.02	0	-	-	-	-	0.45	1.06	0.2	-	-	-	-	0	0.02	0	-	-	-	-	2.08	6.03	5	-	-	-	-
Industrial reclaimed wastewater, in Mgal/d	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-	0	0	0	-	0	0	-
Industrial number of facilities	-	2	7	-	-	-	-	-	13	41	-	-	-	-	-	9	122	-	-	-	-	-	8	13	-	-	-	-	-	0	1	-	-	-	-	-	11	186	-	-	-	-	-	2	12	-	-	-	-	-	2	2	-	-	-	-	-	0	10	-	-	-	-	-	1	8	-	-	-	-	-	6	34	-	-	-	-	-	6	3	-	-	-	-	-	2	5	-	-	-	-	-	2	11	-	-	-	-	-	1	9	-	-	-	-	-	0	1	-	-	-	-	-	1	0	-	-	-	-	-	19	1336	-	-	-	-	-	4	12	-	-	-	-	-	7	17	-	-	-	-	-	1	17	-	-	-	-	-	7	28	-	-	-	-	-	9	15	-	-	-	-	-	4	23	-	-	-	-	-	15	344	-	-	-	-	-	2	17	-	-	-	-	-	15	68	-	-	-	-	-	1	5	-	-	-	-	-	7	179	-	-	-	-
Total Thermoelectric Power self-supplied groundwater withdrawals, fresh, in Mgal/d	0	0	0	0.16	5.87	10.33	9.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61	0	0.7	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.07	0.07	0	0	0	0	0	0	0	0	0	0	2.62	0	3.38	3.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.64	7.42	7.26	4.8	0	0	0	0	0	2.29	3.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Total Thermoelectric Power self-supplied groundwater withdrawals, saline, in Mgal/d	-	-	6.74	0	0	6.97	6.19	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0.04	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	4.18	3.51	2.23	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0
Total Thermoelectric Power total self-supplied withdrawals, groundwater, in Mgal/d	-	-	6.74	0.16	5.87	17.3	16.14	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0.61	0	0.7	0.77	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0.04	0	0	0.02	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0.09	0.07	0.07	-	-	0	0	0	0	0	-	-	0	2.62	0	3.38	3.4	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	4.18	3.51	2.23	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	9.64	7.42	7.26	4.8	-	-	0	0	0	2.29	3.75	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0
Total Thermoelectric Power self-supplied surface-water withdrawals, fresh, in Mgal/d	-	-	0	0	0	0.01	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.99	2.86	2.66	2.31	0.8	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	24.24	25.01	25.26	25.36	23.55	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	16.92	18.44	16.52	17.9	13.22	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	1.12	2.84	0.21	0	0.71	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.78	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0.18	0	0	0	0
Total Thermoelectric Power self-supplied surface-water withdrawals, saline, in Mgal/d	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0.47	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0
Total Thermoelectric Power total self-supplied withdrawals, surface water, in Mgal/d	-	-	0	0	0	0.01	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.99	2.86	2.66	2.31	0.8	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	24.24	25.01	25.26	25.36	23.55	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	16.92	18.44	16.52	17.9	13.22	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	1.12	2.84	0.21	0.47	0.71	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.78	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0.18	0	0	0	0
Total Thermoelectric Power total self-supplied withdrawals, fresh, in Mgal/d	-	-	0	0.16	5.87	10.34	9.95	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.99	3.47	2.66	3.01	1.57	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	24.24	25.05	25.26	25.36	23.57	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0.09	0.07	0.07	-	-	0	0	0	0	0	-	-	16.92	21.06	16.52	21.28	16.58	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	1.12	2.84	0.21	0	0.71	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.78	9.64	7.42	7.26	4.8	-	-	0	0	0	2.29	3.75	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0.18	0	0	0	0
Total Thermoelectric Power total self-supplied withdrawals, saline, in Mgal/d	-	-	6.74	0	0	6.97	6.19	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0.04	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	4.18	3.98	2.23	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0
Total Thermoelectric Power total self-supplied withdrawals, total, in Mgal/d	-	-	6.74	0.16	5.87	17.31	16.14	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.99	3.47	2.66	3.01	1.57	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	24.24	25.05	25.26	25.36	23.57	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0.09	0.07	0.07	-	-	0	0	0	0	0	-	-	16.92	21.06	16.52	21.28	16.62	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	1.12	2.84	4.39	3.98	2.94	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	2.78	9.64	7.42	7.26	4.8	-	-	0	0	0	2.29	3.75	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0	0	0	0	0	-	-	0.18	0	0	0	0
Total Thermoelectric Power total self-supplied withdrawals plus deliveries, in Mgal/d	-	-	6.74	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	2.99	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	24.24	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	16.92	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	1.12	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	2.78	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.18	-	-	-	-
Total Thermoelectric Power consumptive use, fresh, in Mgal/d	0	0	0	-	-	-	6.96	0	0	0	-	-	-	0	0.01	0.01	0	-	-	-	0	0.89	1.76	2.66	-	-	-	1.24	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	18.18	59.53	24.24	-	-	-	16.49	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0.01	0	0	0	-	-	-	0	0	20.44	16.92	-	-	-	11.6	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	3.23	0.01	0.32	-	-	-	0.64	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	4.56	2.78	-	-	-	3.36	0	0.02	0	-	-	-	3.28	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0.15	0.18	-	-	-	0
Total Thermoelectric Power consumptive use, saline, in Mgal/d	0.52	0.03	0.32	-	-	-	0.87	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0.03	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	1.56	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0
Total Thermoelectric Power total consumptive use, in Mgal/d	0.52	0.03	0.32	-	-	-	7.83	0	0	0	-	-	-	0	0.01	0.01	0	-	-	-	0	0.89	1.76	2.66	-	-	-	1.24	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	18.18	59.53	24.24	-	-	-	16.49	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0.01	0	0	0	-	-	-	0	0	20.44	16.92	-	-	-	11.63	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	3.23	0.01	0.32	-	-	-	2.2	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	4.56	2.78	-	-	-	3.36	0	0.02	0	-	-	-	3.28	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0	0	-	-	-	0	0	0.15	0.18	-	-	-	0
Total Thermoelectric Power power generated, in gigawatt-hours	109.52	151.82	174.54	-	184.8	322.73	323.68	0	0	0	-	0	0	0	0.62	0.14	0	-	0	0	0	488.83	1261.59	1709.59	-	1766.46	1673.7	812.03	0	0	0	-	0	0	0	0.24	0.71	3.43	-	0	0	0	0	0	0	-	0	0	0	13211.9	15290.6	16271.58	-	16124	14893.4	15618.74	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	212.4	2538.3	2257.11	0	0	0	-	0	0	0	0	12433.3	10319.67	-	13664.26	13079.5	12369.83	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	569.25	2.56	638.37	-	1279.52	1559	673.23	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	0	0	-	0	0	0	0	2580.58	2348.5	-	3716.49	3606	3406.72	11.88	2.63	19.31	-	1138.8	1133.53	5032.77	0	0.35	0.44	-	0	0	0	0	3.4	0.51	-	0	0	0	0	0	0	-	0	0	0	0	53.41	83.94	-	94.67	100.8	0
Total Thermoelectric Power reclaimed wastewater, in Mgal/d	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0.51	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-	-	-	0	-	-	0	-
Total Thermoelectric Power number of facilities	-	1	4	-	-	3	2	-	0	0	-	-	0	0	-	1	0	-	-	0	0	-	1	2	-	-	2	-	-	0	0	-	-	0	0	-	2	1	-	-	0	0	-	0	0	-	-	0	0	-	2	2	-	-	2	-	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	1	1	-	0	0	-	-	0	0	-	1	1	-	-	1	-	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	2	2	-	-	3	-	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	0	0	-	-	0	0	-	1	1	-	-	1	1	-	4	2	-	-	2	2	-	1	1	-	-	0	0	-	1	1	-	-	0	0	-	0	0	-	-	0	0	-	1	1	-	-	1	0
Fossil-fuel Thermoelectric Power self-supplied groundwater withdrawals, fresh, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-
Fossil-fuel Thermoelectric Power self-supplied groundwater withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Fossil-fuel Thermoelectric Power total self-supplied withdrawals, groundwater, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Fossil-fuel Thermoelectric Power self-supplied surface-water withdrawals, fresh, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0.01	0	-	-	-	-	1.25	2.47	2.99	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	18.18	59.55	24.24	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	20.44	16.92	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	4.09	0.01	1.12	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	4.56	2.78	-	-	-	-	0.03	0.02	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0.15	0.18	-	-	-	-
Fossil-fuel Thermoelectric Power self-supplied surface-water withdrawals, saline, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-
Fossil-fuel Thermoelectric Power total self-supplied withdrawals, surface water, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0.01	0	-	-	-	-	1.25	2.47	2.99	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	18.18	59.55	24.24	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	20.44	16.92	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	4.09	0.01	1.12	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	4.56	2.78	-	-	-	-	0.03	0.02	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0.15	0.18	-	-	-	-
Fossil-fuel Thermoelectric Power total self-supplied withdrawals, fresh, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0.01	0	-	-	-	-	1.25	2.47	2.99	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	18.18	59.55	24.24	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	20.44	16.92	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	4.09	0.01	1.12	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	4.56	2.78	-	-	-	-	0.03	0.02	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0.15	0.18	-	-	-	-
Fossil-fuel Thermoelectric Power total self-supplied withdrawals, saline, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-
Fossil-fuel Thermoelectric Power total self-supplied withdrawals, in Mgal/d	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	2.99	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	24.24	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	16.92	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	1.12	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	2.78	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0	-	-	-	-	-	-	0.18	-	-	-	-
Fossil-fuel Thermoelectric Power deliveries from public supply, in Mgal/d	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0.01	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-	0	0	0	-	-	-	-
